d,x,id
.0013320886247158,-51,online
.0026846025098638,-48.91836734693877,online
.0026299565235292,-46.83673469387755,online
.0036967459462554,-44.75510204081633,online
.0042426675846848,-42.67346938775511,online
.005767856617738,-40.59183673469388,online
.0073470782679385,-38.51020408163265,online
.0071225166134053,-36.42857142857143,online
.0101381468398362,-34.3469387755102,online
.0119321990105567,-32.26530612244898,online
.0096337057284827,-30.18367346938776,online
.0100565893074167,-28.10204081632653,online
.0134134417996373,-26.02040816326531,online
.016718603365982,-23.93877551020408,online
.0153769066897742,-21.85714285714285,online
.0200858198012363,-19.77551020408163,online
.0141234155371868,-17.69387755102041,online
.0184783783089833,-15.61224489795918,online
.0169785524893819,-13.53061224489796,online
.0181983297292482,-11.44897959183673,online
.0153366759227771,-9.367346938775512,online
.0105708358865262,-7.285714285714285,online
.0071983456018521,-5.204081632653058,online
.0043458429153478,-3.122448979591837,online
.0040463099061499,-1.04081632653061,online
.0039062661438235,1.040816326530617,online
.0048070220102404,3.122448979591837,online
.0080584922789871,5.204081632653065,online
.0101464506987462,7.285714285714292,online
.0177013094612938,9.367346938775512,online
.022386267064807,11.44897959183674,online
.0161124487922816,13.53061224489797,online
.0143264715303225,15.61224489795919,online
.0118155804766933,17.69387755102041,online
.0141745964673872,19.77551020408164,online
.0071882351386702,21.85714285714286,online
.0134190622149563,23.93877551020408,online
.0156961655879598,26.02040816326532,online
.0076930073357908,28.10204081632654,online
.0073453459271835,30.18367346938776,online
.011582270364293,32.26530612244898,online
.0094982415219567,34.34693877551021,online
.0039242672179494,36.42857142857143,online
.00657592423814,38.51020408163265,online
.0059034031833365,40.59183673469389,online
.0045726883506729,42.67346938775511,online
.0040678916177964,44.75510204081633,online
.0036874382120734,46.83673469387756,online
.00607609136944,48.91836734693878,online
.0032310966032224,51,online
.0007973350004652,-51,scanner
.0013397292144469,-48.91836734693877,scanner
.0010742687240374,-46.83673469387755,scanner
.0016547832441989,-44.75510204081633,scanner
.0019796096941312,-42.67346938775511,scanner
.0024549689335082,-40.59183673469388,scanner
.0029262964889273,-38.51020408163265,scanner
.0030912221455342,-36.42857142857143,scanner
.0046610071360723,-34.3469387755102,scanner
.0051360406508906,-32.26530612244898,scanner
.0052383377064731,-30.18367346938776,scanner
.0057279934806514,-28.10204081632653,scanner
.0076400291481258,-26.02040816326531,scanner
.0090552239430138,-23.93877551020408,scanner
.0092336314675608,-21.85714285714285,scanner
.0124903630847285,-19.77551020408163,scanner
.011762495247941,-17.69387755102041,scanner
.0149925273019987,-15.61224489795918,scanner
.0168584134695576,-13.53061224489796,scanner
.0199773391764359,-11.44897959183673,scanner
.0216648967290434,-9.367346938775512,scanner
.0223414508694324,-7.285714285714285,scanner
.024015162980669,-5.204081632653058,scanner
.0247624593490595,-3.122448979591837,scanner
.0213106344056181,-1.04081632653061,scanner
.0205510548825924,1.040816326530617,scanner
.0231348583173966,3.122448979591837,scanner
.0219417046401444,5.204081632653065,scanner
.0199949696176853,7.285714285714292,scanner
.0180845393245326,9.367346938775512,scanner
.0171461469954476,11.44897959183674,scanner
.0148004475085091,13.53061224489797,scanner
.0129402580485771,15.61224489795919,scanner
.0103592185822326,17.69387755102041,scanner
.0099441943379311,19.77551020408164,scanner
.0067802045968251,21.85714285714286,scanner
.0085358307729642,23.93877551020408,scanner
.0084608664686627,26.02040816326532,scanner
.0048628765777691,28.10204081632654,scanner
.0042597089651437,30.18367346938776,scanner
.0056587647326838,32.26530612244898,scanner
.004941950867893,34.34693877551021,scanner
.0026003050011262,36.42857142857143,scanner
.003071988681559,38.51020408163265,scanner
.0028101766207038,40.59183673469389,scanner
.0025140820893088,42.67346938775511,scanner
.0019711513473905,44.75510204081633,scanner
.0013369746959859,46.83673469387756,scanner
.0021824004654266,48.91836734693878,scanner
.0011634796317719,51,scanner
.0001280299292116,-51,weekly_average
.000396610564835,-48.91836734693877,weekly_average
.0007543003124413,-46.83673469387755,weekly_average
.0009678873847338,-44.75510204081633,weekly_average
.0011259284214247,-42.67346938775511,weekly_average
.0015209107920727,-40.59183673469388,weekly_average
.0019288996870298,-38.51020408163265,weekly_average
.0023668101986328,-36.42857142857143,weekly_average
.0032960890487137,-34.3469387755102,weekly_average
.0039573269443873,-32.26530612244898,weekly_average
.0046859647463852,-30.18367346938776,weekly_average
.0057468153518288,-28.10204081632653,weekly_average
.0065605287557229,-26.02040816326531,weekly_average
.0072176824086347,-23.93877551020408,weekly_average
.0084059789782096,-21.85714285714285,weekly_average
.0095983860072983,-19.77551020408163,weekly_average
.0114835413200377,-17.69387755102041,weekly_average
.0132925753950366,-15.61224489795918,weekly_average
.0148878242703099,-13.53061224489796,weekly_average
.0170202915082035,-11.44897959183673,weekly_average
.0195834988069053,-9.367346938775512,weekly_average
.0231669736262955,-7.285714285714285,weekly_average
.0280083997906128,-5.204081632653058,weekly_average
.030110792751617,-3.122448979591837,weekly_average
.0198231927865336,-1.04081632653061,weekly_average
.0214475006699952,1.040816326530617,weekly_average
.0332384144974842,3.122448979591837,weekly_average
.0339448647994788,5.204081632653065,weekly_average
.0248358818312631,7.285714285714292,weekly_average
.0183093883496722,9.367346938775512,weekly_average
.0149147906642519,11.44897959183674,weekly_average
.0125754622785258,13.53061224489797,weekly_average
.0114710456229848,15.61224489795919,weekly_average
.0093911728946508,17.69387755102041,weekly_average
.0086796011946685,19.77551020408164,weekly_average
.0084170014411634,21.85714285714286,weekly_average
.0064478272787351,23.93877551020408,weekly_average
.0067679575060554,26.02040816326532,weekly_average
.0058440434849272,28.10204081632654,weekly_average
.0044677606171305,30.18367346938776,weekly_average
.0043683108700482,32.26530612244898,weekly_average
.0035853060185011,34.34693877551021,weekly_average
.0027399653497651,36.42857142857143,weekly_average
.0031623041267727,38.51020408163265,weekly_average
.0032030860190231,40.59183673469389,weekly_average
.0024781602030148,42.67346938775511,weekly_average
.0017643799233221,44.75510204081633,weekly_average
.0018509375770831,46.83673469387756,weekly_average
.0013063671565149,48.91836734693878,weekly_average
.000308109510616,51,weekly_average
.0005151788798737,-51,cpi_bppcat
.0010176946345225,-48.91836734693877,cpi_bppcat
.0008323557217338,-46.83673469387755,cpi_bppcat
.0014622937473243,-44.75510204081633,cpi_bppcat
.0017429788266622,-42.67346938775511,cpi_bppcat
.0024872722063311,-40.59183673469388,cpi_bppcat
.0027870674828079,-38.51020408163265,cpi_bppcat
.0030260850428688,-36.42857142857143,cpi_bppcat
.0047085910868491,-34.3469387755102,cpi_bppcat
.0053922216691897,-32.26530612244898,cpi_bppcat
.0047699344723829,-30.18367346938776,cpi_bppcat
.0050116784853084,-28.10204081632653,cpi_bppcat
.0065910514142329,-26.02040816326531,cpi_bppcat
.007976704668817,-23.93877551020408,cpi_bppcat
.0080460290803197,-21.85714285714285,cpi_bppcat
.0104511972312545,-19.77551020408163,cpi_bppcat
.0080103108383667,-17.69387755102041,cpi_bppcat
.0105357483228716,-15.61224489795918,cpi_bppcat
.0103241937844594,-13.53061224489796,cpi_bppcat
.0119718472761143,-11.44897959183673,cpi_bppcat
.0108547657834356,-9.367346938775512,cpi_bppcat
.0092595739598275,-7.285714285714285,cpi_bppcat
.0111477252543073,-5.204081632653058,cpi_bppcat
.0325027565082611,-3.122448979591837,cpi_bppcat
.0689149375906731,-1.04081632653061,cpi_bppcat
.0667039360489178,1.040816326530617,cpi_bppcat
.0309002603829641,3.122448979591837,cpi_bppcat
.0128481790388086,5.204081632653065,cpi_bppcat
.0108625647652399,7.285714285714292,cpi_bppcat
.0147713267213801,9.367346938775512,cpi_bppcat
.0163756510652455,11.44897959183674,cpi_bppcat
.0111874114748646,13.53061224489797,cpi_bppcat
.0090231272620287,15.61224489795919,cpi_bppcat
.0072554764357531,17.69387755102041,cpi_bppcat
.007920776422244,19.77551020408164,cpi_bppcat
.0042522611565532,21.85714285714286,cpi_bppcat
.0072325152314372,23.93877551020408,cpi_bppcat
.0078151905823077,26.02040816326532,cpi_bppcat
.0039726693192218,28.10204081632654,cpi_bppcat
.0034057047614043,30.18367346938776,cpi_bppcat
.0053818164539912,32.26530612244898,cpi_bppcat
.0046418053131386,34.34693877551021,cpi_bppcat
.0019853342201226,36.42857142857143,cpi_bppcat
.0032207692441366,38.51020408163265,cpi_bppcat
.0029635388055806,40.59183673469389,cpi_bppcat
.0023987720267192,42.67346938775511,cpi_bppcat
.0021227152211951,44.75510204081633,cpi_bppcat
.0017145455850323,46.83673469387756,cpi_bppcat
.0026226905359535,48.91836734693878,cpi_bppcat
.0014006392347378,51,cpi_bppcat
.0005011110775499,-51,cpi_url
.001006766545531,-48.91836734693877,cpi_url
.0008829156344189,-46.83673469387755,cpi_url
.0014932461695897,-44.75510204081633,cpi_url
.0017760654045821,-42.67346938775511,cpi_url
.0025185126458859,-40.59183673469388,cpi_url
.0028604362258229,-38.51020408163265,cpi_url
.0030771506517974,-36.42857142857143,cpi_url
.0047703844806407,-34.3469387755102,cpi_url
.0054452681753523,-32.26530612244898,cpi_url
.0048896013124069,-30.18367346938776,cpi_url
.0052331841420157,-28.10204081632653,cpi_url
.0068591852340067,-26.02040816326531,cpi_url
.0082824550072004,-23.93877551020408,cpi_url
.0083489847279809,-21.85714285714285,cpi_url
.0106661559791848,-19.77551020408163,cpi_url
.0084533230134706,-17.69387755102041,cpi_url
.0114485215297291,-15.61224489795918,cpi_url
.0115894026197417,-13.53061224489796,cpi_url
.0144107666716965,-11.44897959183673,cpi_url
.0145979638794097,-9.367346938775512,cpi_url
.0141626692029366,-7.285714285714285,cpi_url
.0205391601411736,-5.204081632653058,cpi_url
.03042498223263,-3.122448979591837,cpi_url
.0442206164755534,-1.04081632653061,cpi_url
.0434616692104366,1.040816326530617,cpi_url
.0320218185978145,3.122448979591837,cpi_url
.0211249567020207,5.204081632653065,cpi_url
.0152183093337605,7.285714285714292,cpi_url
.0174213820699686,9.367346938775512,cpi_url
.0191389322562455,11.44897959183674,cpi_url
.0125504090345762,13.53061224489797,cpi_url
.0102881086231179,15.61224489795919,cpi_url
.0079230058874968,17.69387755102041,cpi_url
.0084308019756933,19.77551020408164,cpi_url
.0047106146944602,21.85714285714286,cpi_url
.007440094138369,23.93877551020408,cpi_url
.0080797007429694,26.02040816326532,cpi_url
.0041140456211146,28.10204081632654,cpi_url
.0035551222139592,30.18367346938776,cpi_url
.005589411329156,32.26530612244898,cpi_url
.0047097380364802,34.34693877551021,cpi_url
.0020329556197,36.42857142857143,cpi_url
.0032946665365616,38.51020408163265,cpi_url
.0030669244412165,40.59183673469389,cpi_url
.0025580710060185,42.67346938775511,cpi_url
.0021868647207557,44.75510204081633,cpi_url
.0017424319316165,46.83673469387756,cpi_url
.0026699151279591,48.91836734693878,cpi_url
.0014268502560603,51,cpi_url
